Cannonsville,Pepacton ,Neversink ,Rondout ,Ashokan ,Schoharie 
3.161290323,3.35483871,4.483870968,4.032258065,5,3.483870968
4.2,3.166666667,4.033333333,4,3.233333333,3.033333333
4.419354839,3.258064516,5.193548387,5.612903226,3.64516129,2.677419355
4.35483871,3.161290323,4.774193548,5.516129032,4.548387097,5.064516129
2.4,2.2,3.566666667,3.2,3.6,2.3
7.774193548,5.64516129,7.774193548,7.193548387,7.35483871,5.225806452
1.3,1.466666667,1.566666667,1.233333333,1.233333333,1.133333333
1.806451613,1.741935484,2.419354839,1.967741935,2.193548387,1.483870968
1.129032258,0.741935484,1.580645161,1.35483871,1.322580645,1.35483871
2.571428571,2.25,3.178571429,2.892857143,3.25,2.75
5.548387097,5.322580645,7.612903226,6.870967742,7.806451613,5.677419355
2.733333333,2.433333333,3.966666667,3.966666667,3.766666667,2.533333333
3.161290323,2.516129032,2.419354839,2.096774194,2.967741935,2.870967742
3.033333333,2.3,3.566666667,2.9,3.633333333,2.366666667
2.451612903,1.935483871,2.516129032,2.741935484,1.967741935,2
4.129032258,4,3.548387097,3.129032258,2.612903226,4.161290323
8.3,7.866666667,6.733333333,6.4,6.9,7.333333333
7.322580645,6.161290323,7.387096774,5.967741935,7.161290323,6
4.4,4.866666667,5.5,4.833333333,7.833333333,5.6
4.161290323,3.516129032,5.677419355,5,5.064516129,4.064516129
4.967741935,4.580645161,7.032258065,6.129032258,8.129032258,6.516129032
1.428571429,1.035714286,1.75,1.321428571,2.428571429,1.642857143
1.967741935,2.161290323,3.677419355,3.129032258,3.806451613,1.935483871
1.433333333,1.333333333,1.1,1.066666667,1.3,1.133333333
2.451612903,4.193548387,7.225806452,6.516129032,7.161290323,3.806451613
3.166666667,3.166666667,4.1,3.733333333,3.833333333,3.066666667
2.903225806,4.032258065,3.806451613,3.193548387,3.419354839,3.096774194
5.258064516,4.612903226,3.548387097,3.935483871,3.290322581,5.129032258
2.633333333,2.966666667,2.433333333,2.433333333,2.7,3.533333333
3.483870968,2.806451613,3.709677419,3.193548387,2.483870968,2.290322581
1.333333333,1.133333333,2.5,2.333333333,2.866666667,1.166666667
3.225806452,2.35483871,3.483870968,3.290322581,3.129032258,3.225806452
5.612903226,5.516129032,8.838709677,7.741935484,8.709677419,7.35483871
1.214285714,1.321428571,2.392857143,2.321428571,2.321428571,1.571428571
3,2.35483871,4.258064516,3.451612903,4.161290323,2.193548387
3.4,2.7,3.766666667,3.5,4.5,2.966666667
4.387096774,4.64516129,5.064516129,4.451612903,4.967741935,4.096774194
1.233333333,1.433333333,2.133333333,2.2,2.233333333,2.9
2.903225806,3.161290323,4,2.677419355,3.64516129,3.290322581
2.774193548,2.903225806,4.129032258,3.35483871,3.193548387,2.967741935
4.766666667,4.966666667,8.4,7.166666667,7.366666667,5.066666667
3.290322581,3.741935484,4.806451613,4.290322581,5.516129032,4.032258065
3.9,4.233333333,5.133333333,4.4,5.2,3.333333333
1.064516129,0.774193548,1.548387097,1.419354839,1.612903226,0.935483871
0.870967742,0.483870968,0.903225806,0.483870968,0.774193548,0.322580645
0.857142857,0.75,1.25,1.107142857,0.964285714,0.892857143
4.612903226,5.064516129,8.774193548,7.290322581,8.903225806,5.322580645
3.4,3.033333333,5.466666667,5.066666667,6.2,2.8
0.870967742,0.774193548,1.419354839,1.322580645,0.870967742,1.032258065
3.633333333,4.3,4.533333333,4.066666667,5,3.5
2.225806452,1.967741935,1.967741935,1.935483871,1.677419355,2.129032258
2.903225806,2.032258065,1.774193548,1.935483871,1.451612903,2.193548387
2.966666667,3.2,1.733333333,1.7,1.133333333,1.333333333
2.774193548,4.322580645,3.870967742,3.387096774,3.548387097,2.806451613
2.833333333,2.5,3.2,2.866666667,2.966666667,2.433333333
1.903225806,0.935483871,1.451612903,1.161290323,1.129032258,0.903225806
0.516129032,0.225806452,0.774193548,0.64516129,0.387096774,0.387096774
5.392857143,6.107142857,10.07142857,8.107142857,10.71428571,6.392857143
0.870967742,0.516129032,0.64516129,0.419354839,0.387096774,0.419354839
2.866666667,2.566666667,3.666666667,3.333333333,2.633333333,1.966666667
3.741935484,3.580645161,5.451612903,5.129032258,5.451612903,2.838709677
2.9,3.433333333,2.9,2.7,3.1,3.5
2.516129032,3.387096774,5.419354839,4.322580645,4.290322581,2.903225806
1.64516129,1.64516129,1.64516129,1.225806452,1.129032258,1.096774194
4.5,4.733333333,4.1,3.766666667,5.3,4.9
4.290322581,4.161290323,4.322580645,3.870967742,3.677419355,3.322580645
1.466666667,1.433333333,1.7,1.233333333,1.166666667,1.2
2.322580645,1.870967742,3.258064516,2.967741935,3.096774194,2.516129032
1.967741935,1.580645161,3.548387097,3.193548387,4.161290323,1.838709677
2.714285714,2.142857143,4.142857143,3.678571429,3.142857143,1.714285714
2.741935484,2.451612903,2.967741935,2.548387097,2.612903226,2.193548387
2.6,2.833333333,5.366666667,5.133333333,4.533333333,2.5
2.64516129,1.870967742,2.064516129,2.193548387,1.935483871,1.774193548
4.7,5.166666667,6.733333333,5.7,8.333333333,6.166666667
2.64516129,2.193548387,1.741935484,1.903225806,1.870967742,2.451612903
1.612903226,1.419354839,1.935483871,2.290322581,1.870967742,0.741935484
1.433333333,2.133333333,2.966666667,2.966666667,2.933333333,2.033333333
0.967741935,1.032258065,1.064516129,0.967741935,1.129032258,0.774193548
3.733333333,3.6,4.4,3.766666667,3.333333333,3.266666667
1.838709677,1.548387097,2.290322581,1.967741935,1.838709677,1
1.741935484,1.935483871,3.612903226,2.935483871,3.935483871,2.419354839
1.714285714,1.428571429,3.214285714,3.035714286,3.571428571,2.071428571
2.806451613,3.419354839,5.903225806,5.419354839,6.322580645,4.161290323
7.266666667,6.4,8.466666667,7.366666667,8,8.2
3.903225806,3.161290323,5.322580645,5.258064516,4.612903226,3.096774194
4.266666667,3.2,4.8,4.733333333,3.6,3.066666667
1.387096774,0.935483871,1.419354839,1.35483871,0.967741935,1.064516129
3.548387097,3.032258065,3.774193548,4,3.548387097,2.838709677
2,1.833333333,2.4,2.333333333,2.6,1.633333333
1.967741935,1.677419355,2.870967742,2.709677419,2.322580645,1.838709677
3.5,3.766666667,4.833333333,4.533333333,5.766666667,4.033333333
4.741935484,4.35483871,6.096774194,6.322580645,6.129032258,4.967741935
1.161290323,1.322580645,2.129032258,1.774193548,1.483870968,1.096774194
